"anio","numero","enunciado","opcion1","opcion2","opcion3","opcion4","opcion5","correcta"
"2006","67","La amifostina es un derivado tiólico que se utiliza junto a radioterapia o a quimioterapia con derivados de platino por su efecto:","Radiosensibilizante.","Inmunomodulador.","Citotóxico.","Antiemético.","Citoprotector.","5"
"2006","68","El orlistat es un medicamento utilizado para tratar la obesidad ya que:","Incrementa la hidrolísis de grasa en el tracto digestivo.","Inhibe las lipasas gástricas y pancreáticas.","Produce sensación de saciedad.","Incrementa el metabolismo de lípidos.","Produce liberación de neurotransmisores hipotalámicos con acción inhibidora sobre la ingesta.","2"
"2006","69","La capacidad que presenta un fármaco para activar un receptor se denomina:","Especificidad.","Actividad intrínseca.","Afinidad.","Grado de Selectividad.","Potenciación.","2"
"2006","70","La existencia de receptores cannabinoides en el organismo supone la presencia de ligandos endógenos como:","Anandamida.","Adenosina.","Cannabinol.","Encefalina.","α -triptamina.","1"
"2006","71","De los siguientes agentes con actividad analgésica, señale cuál es el que NO muestra prácticamente actividad antiinflamatoria:","Paracetamol.","Fenilbutazona.","Piroxicam.","Diclofenaco.","Nabumetona.","1"
"2006","72","Rosiglitazona es un principio cuyo mecanismo de acción antidiabética está relacionado con:","Estimulación del receptor insulínico.","Bloqueo de la captación de glucosa por el hígado.","Estimulación del receptor asociado a tirosin quinasa.","Bloqueo del receptor AMPA-glutamato.","Estimulación del receptor PPAR γ .","5"
"2006","73","¿Qué ventaja presenta Leflunomida sobre otros fármacos antirreumáticos?:","Se puede administrar en aerosol.","No produce hipertensión.","No produce daño hepático.","Modifica la progresión de la enfermedad.","Es un producto de origen natural.","4"
"2006","74","¿Qué parámetros analíticos habrá que valorar periódicamente en el tratamiento crónico con estatinas?:","Transaminasas.","Glucemia.","Mieloperoxidasa.","Fosfatasas alcalinas.","Factores de coagulación.","1"
"2006","75","¿A qué es debido que la utilización de Felbamato esté restringida a casos graves de epilepsia resistentes a otros tratamientos?:","Produce grave depresión del SNC.","Riesgo de carcinoma cervical.","Reacciones anafilácticas.","Insuficiencia renal.","Anemia aplásica y hepatotoxicidad.","5"
"2006","76","La duloxetina es un:","Inhibidor selectivo de la recaptación de serotonina.","Inhibidor de la recaptación de noradrenalina y serotonina.","Antidepresivo noradrenérgico y serotoninérgico específico.","Antagonista 5-HT2 e inhibidor de la recaptación de 5-HT.","Inhibidor selectivo de la recaptación de noradrenalina.","2"
"2006","77","De los fármacos reseñados, ¿Cuál de ellos está indicado en la Enfermedad de Crohn?:","Adalimumab.","Anakinra.","Etanercept.","Infliximab.","Sirolimus.","4"
"2006","78","La gabapentina está indicada en el tratamiento de:","El dolor neuropático.","Discinesias tardías.","El síndrome neuroléptico maligno.","El síndrome hipercinético infantil.","La ataxia.","1"
"2006","79","79. El ranelato de estroncio es un fármaco indicado para combatir:","Osteoporosis inducida por corticosteroides.","Osteoporosis en mujeres postmenopáusicas.","La enfermedad de Paget.","La hipercalcemia cancerosa.","Las metástasis óseas de tumores sólidos.","2"
"2006","80","80. El mecanismo de acción antibacteriana de los antibióticos beta-lactámicos se ejerce primordialmente a través de:","Alteración de la permeabiliad de la membrana citoplasmática bacteriana.","Inhibición de la síntesis de unidades estructurales de peptidoglucano de la pared bacteriana.","Inhibición de la síntesis de ácidos micólicos de la pared bacteriana.","Inhibición de la síntesis de ácido fólico, esencial para la bacteria.","Inhibición de transpeptidasas que forman enlaces cruzados entre las cadenas de peptidoglucano de la pared bacteriana.","5"
"2006","81","81. Señale la razón de adicionar carbidopa a la levodopa:","Disminuir los efectos adversos de la levodopa.","Inhibir la descarboxilasa de aminoácidos aromáticos a nivel periférico.","Aumentar la absorción de la levodopa.","Disminuir la biotransformación hepática de la levodopa.","Inhibir excreción de la levodopa.","2"
"2006","82","82. ¿Cuál de los siguientes fármacos carece de actividad antiarrítmica?:","Digoxina.","Lidocaína.","Amiodarona.","Atenolol.","Prazosin.","5"
"2006","83","83. Indique qué fármaco, entre los que se relacionan, estaría indicado en el tratamiento de la diabetes insípida nefrógena:","Acetazolamida.","Ácido etacrínico.","Hidroclorotiazida.","Furosemida.","Isosorbida.","3"
"2006","84","La hipotensión ortostática es una reacción ad versa originada por:","Los bloqueantes alfa uno adrenérgicos.","Los bloqueantes beta dos adrenérgicos.","Los bloqueantes muscarínicos.","Los estimulantes beta uno adrenérgicos.","Los antihistamínicos H1.","1"
"2006","85","85. El irinotecan:","Es un análogo estructural de la camptotecina, un alcaloide presente en Camptotheca acuminata .","Se utiliza en el tratamiento del cáncer de mama localmente avanzado o metastásico.","Inhibe la función de la topoisomerasa IV.","Produce inhibición de la motilidad intestinal, lo que limita su dosis.","Se administra por vía oral, con una biodisponibilidad del 90%.","1"
"2006","86","86. La laminación o 'capping' es un defecto de la fabricación de comprimidos. Una posible causa es:","Presión demasiado alta.","Gránulos muy pequeños.","Demasiado aglutinante.","Lenta velocidad de compresión.","Gránulos demasiado secos.","5"
"2006","87","87. En el proceso de liofilización, en general, se recomienda una congelación rápida para productos complejos porque, entre otras razones:","Se acorta el tiempo de sublimación.","Permite formar concentraciones superficiales en la masa a congelar, facilitando la sublimación posterior.","Se obtiene homogeneidad de la masa cristalina.","Permite la formación de soluciones hipertónicas.","Puede producir una estructura amorfa que acelera el proceso de sublimación.","3"
"2006","88","88. Entre los requisitos que deben cumplir las gotas nasales se puede citar:","Ligeramente hipotónicas.","Valores de pH entre 4.5 y 5.5.","Utilización de mezclas reguladoras de pH formadas por tampones bórico-borato.","Isoosmóticas o ligeramente hipertónicas.","Valores de pH menores de 4.","4"
"2006","89","89. Indique cuál es el efecto de los siguientes excipientes utilizados en formulaciones de administración oral de medicamentos sobre el Tmax (tiempo en que se alcanza la máxima concentración plasmática):","Los disgregantes aumentan su valor.","- 9","Los lubrificantes lo disminuyen.","Los viscosizantes lo incrementan.","Las cubiertas entéricas lo reducen.","3"
"2006","90","90. La fluidez del talco utilizado como excipiente de uso farmacéutico es:","Débil.","Mala.","Aceptable.","Moderada.","Excelente.","2"
"2006","91","91. Las propiedades de flujo de un sólido pulverulento son buenas cuando su ángulo de reposo es:","Menor de 25º.","Mayor de 70º.","Menor de 0º.","Mayor de 90º.","Mayor de 70º y menor de 90º.","1"
"2006","92","92. ¿Cómo se denomina un sistema disperso heterogéneo cuando la fase dispersante es un gas y la fase dispersada un sólido o un líquido?:","Suspensión.","Emulsión.","Espuma.","Aerosol.","Dispersión sólida.","4"
"2006","93","93. El desarrollo de una enfermedad en el curso de otra previamente establecida es una:","Recidiva.","Complicación.","Recaída.","Secuela.","Metástasis.","2"
"2006","94","94. La última fase, o fase poiquilotérmica, de la evolución clínica de la hipotermia extrínseca se caracteriza por:","Intensa sensación de frío.","Pérdida de consciencia.","Escalofríos.","Hipertensión.","Taquicardia y taquipnea.","2"
"2006","95","95. La perniosis es:","Una afección cutánea debida al frío.","El padecimiento de una anemia perniciosa.","La alteración degenerativa del peritoneo.","El fin aciago de ciertas enfermedades.","Una malformación por anomalía de desarrollo.","1"
"2006","96","¿Cuál es la causa del enanismo tipo Laron?:","Hiposecreción hipofisaria de hormona del crecimiento (GH).","Hiposecreción hipotalámica de hormona liberadora de GH (GHRH).","Defecto del receptor hepático de GH.","Malnutrición.","Deprivación afectiva.","3"
"2006","97","97. Hipocinesia, rigidez y temblor son tres datos característicos de:","El síndrome de Parkinson.","La corea.","El hemibalismo.","La atetosis.","El síndrome cerebeloso.","1"
"2006","98","98. La hemianopsia bitemporal es la consecuencia de una lesión en la vía óptica a nivel de:","El nervio óptico.","El quiasma óptico.","Las radiaciones ópticas.","La cintilla óptica.","La corteza visual.","2"
"2006","99","99. ¿Cuál de las siguientes afirmaciones considera correcta con respecto a la disnea?:","La disnea inspiratoria deriva de la estenosis de las vías aéreas inferiores.","El tiraje es un signo de disnea espiratoria.","La platipnea es un tipo de disnea que se acentúa en posición ortostática.","La disnea de esfuerzo es más grave que la disnea de reposo.","La respiración taquipneica caracteriza a la acidosis.","3"
"2006","100","100. La expresión completa del operón lac requiere:","Lactosa y GMP.","ß-Galactosidasa.","Galactosa y cGMP.","Alolactosa y cAMP.","La ausencia o la inactivación del corepresor lac .","4"
"2006","102","102. La degeneración del código genético denota la existencia de:","Varios codones para un único aminoácido.","Codones de dos bases.","Tripletes que no codifican para ningún aminoácido.","Tripletes que codifican para varios aminoácidos.","Codones con una o varias bases modificadas.","1"
"2006","104","104. ¿Qué diferencia existe, en cuanto a su funcionamiento, entre las ARN polimerasas eucariotas y las procariotas?:","La necesidad de un cebador para comenzar la transcripción.","La utilización de un ADN molde como plantilla.","Los cuatro ribonucleótidos que se usan para realizar la polimerización.","La necesidad de unas proteínas auxiliares o factores de transcripción para unirse al ADN.","Poseer una actividad exonucleasa correctora.","4"
"2006","105","105. En la reacción en cadena de la polimerasa (PCR), ¿cuál es la propiedad más sobresaliente de la polimerasa que participa?:","Utiliza indistintamente ARN o ADN como molde.","Funciona a una temperatura óptima de 37ºC.","No precisa cebador.","Es termoestable.","Puede sellar enlaces fosfodiéster rotos.","4"
"2006","106","106. La secuencia correspondiente al exón:","Se encuentra tanto en el ADN como en el ARN mensajero (ARNm).","Se encuentra en la zona de unión de la ARN polimerasa y abarca el nucleótido +1.","Es la secuencia del ARN mensajero donde comienza la traducción.","Es una parte del ARN transcrito primario que se pierde al formarse el ARN mensajero.","Es la zona donde parece que se inicia la for","1"
"2006","107","107. En las células eucariotas hay unos dos metros de ADN que se encuentran confinados en un espacio de unas pocas micras, ¿cómo se consigue?:","Gracias a su empaquetamiento alrededor de histonas formando los nucleosomas.","Se encuentra en forma de nucleótidos libres y sólo cuando se necesita se forma el polinucleótido.","Gracias a que se encuentra fragmentado en los conocidos fragmentos de Okazaki.","Gracias a las helicasas que lo mantienen superenrollado.","Gracias a que se encuentra distribuido tanto por el núcleo como por el citoplasma de la célula.","1"
"2006","108","108. ¿Cuál de las siguientes bases nitrogenadas del ADN se convierte en uracilo tras desaminación?:","Timina.","Citosina.","Hipoxantina.","Adenina.","Guanina.","2"
